node offense 62.009 193.04 3.3435 3.3435 offense filled circle black #1d91c0ff
node god 41.352 190.99 5.6043 5.6043 god filled circle black #1d91c0ff
node familiar 29.259 127.28 3.6339 3.6339 familiar filled circle black #7fcdbbff
node question 78.237 153.54 5.4721 5.4721 question filled circle black #1d91c0ff
node territory 84.513 153.54 4.2863 4.2863 territory filled circle black #1d91c0ff
node specie 122.82 155.82 2.8907 2.8907 specie filled circle black #41b6c4ff
node debt 99.673 154.18 3.569 3.569 debt filled circle black #41b6c4ff
node payment 118.04 153.52 3.8308 3.8308 payment filled circle black #41b6c4ff
node dollar 106.07 154.77 2.3902 2.3902 dollar filled circle black #41b6c4ff
node pay 112.34 152.21 3.9326 3.9326 pay filled circle black #41b6c4ff
node domingo 6.214 202.2 4.3103 4.3103 domingo filled circle black #41b6c4ff
node transit 41.352 201.08 3.0769 3.0769 transit filled circle black #41b6c4ff
node santo 29.259 201.08 2.7586 2.7586 santo filled circle black #41b6c4ff
node proposition 18.081 199.43 4.7599 4.7599 proposition filled circle black #41b6c4ff
node american 92.207 98.529 6.7096 6.7096 american filled circle black #ffffd9ff
node job 99.673 101.47 2.8439 2.8439 job filled circle black #ffffd9ff
node obama 106.07 101.47 3.435 3.435 obama filled circle black #ffffd9ff
node interstate 118.04 143.1 4.0143 4.0143 interstate filled circle black #7fcdbbff
node business 112.34 147.11 4.6878 4.6878 business filled circle black #7fcdbbff
node tariff 122.82 144.29 3.5298 3.5298 tariff filled circle black #7fcdbbff
node amendment 106.07 145.45 4.8922 4.8922 amendment filled circle black #7fcdbbff
node aright 6.214 206.14 3.0846 3.0846 aright filled circle black #7fcdbbff
node problem 18.081 206.14 4.0332 4.0332 problem filled circle black #7fcdbbff
node action 6.214 213.08 4.9243 4.9243 action filled circle black #7fcdbbff
node counsel 18.081 210.04 3.2804 3.2804 counsel filled circle black #7fcdbbff
node purpose 29.259 215.56 6.1962 6.1962 purpose filled circle black #7fcdbbff
node stand 41.352 212.81 5.2661 5.2661 stand filled circle black #7fcdbbff
node thought 52.524 214.32 3.7568 3.7568 thought filled circle black #7fcdbbff
node liberty 106.07 95.612 6.1769 6.1769 liberty filled circle black #ffffd9ff
node journey 70.945 104.53 3.0755 3.0755 journey filled circle black #ffffd9ff
node creed 62.009 104.21 2.6733 2.6733 creed filled circle black #ffffd9ff
node relationship 70.945 100.25 4.9778 4.9778 relationship filled circle black #7fcdbbff
node civilization 62.009 99.987 4.2103 4.2103 civilization filled circle black #7fcdbbff
node leadership 6.214 221.38 4.3256 4.3256 leadership filled circle black #c7e9b4ff
node stricken 18.081 221.38 3.8992 3.8992 stricken filled circle black #c7e9b4ff
node learn 52.524 52.515 3.49 3.49 learn filled circle black #c7e9b4ff
node mistake 62.009 54.057 3.3526 3.3526 mistake filled circle black #c7e9b4ff
node trend 92.207 53.376 2.5597 2.5597 trend filled circle black #c7e9b4ff
node test 78.237 53.821 2.7321 2.7321 test filled circle black #c7e9b4ff
node upward 99.673 53.432 3.3556 3.3556 upward filled circle black #c7e9b4ff
node blow 6.214 225.7 2.2649 2.2649 blow filled circle black #edf8b1ff
node breeze 18.081 225.7 3.1895 3.1895 breeze filled circle black #edf8b1ff
node friend 29.259 227.18 4.0984 4.0984 friend filled circle black #edf8b1ff
node word 41.352 224.74 2.4142 2.4142 word filled circle black #edf8b1ff
node pledge 6.214 229.24 4.3166 4.3166 pledge filled circle black #c7e9b4ff
